idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
28,blue-collar,single,secondary,322,0,0,11,9,240,2,1
46,management,married,tertiary,7331,0,0,11,9,658,4,1
74,retired,married,primary,1765,0,0,11,9,290,2,1
71,retired,divorced,tertiary,1236,1,0,14,9,335,4,1
41,admin.,divorced,secondary,6046,1,1,14,9,185,2,1
73,retired,married,primary,934,0,0,14,9,961,5,1
47,technician,divorced,secondary,1013,0,0,15,9,170,1,1
49,technician,divorced,tertiary,596,1,0,15,9,722,1,1
40,admin.,married,secondary,4775,0,0,15,9,215,1,1
57,blue-collar,married,primary,3109,0,0,15,9,107,2,1
50,housemaid,married,secondary,388,0,0,15,9,173,2,1
34,blue-collar,married,secondary,262,0,0,15,9,89,2,1
56,services,married,secondary,654,0,0,15,9,875,1,1
32,technician,single,tertiary,1855,0,0,15,9,126,2,1
50,management,divorced,tertiary,810,0,0,15,9,91,1,1
54,unemployed,divorced,secondary,1664,0,0,15,9,106,1,1
26,management,single,tertiary,362,0,0,15,9,925,1,1
40,technician,married,tertiary,1293,0,0,16,9,1702,3,1
29,management,single,tertiary,874,1,0,16,9,152,1,1
52,housemaid,married,primary,10943,0,0,16,9,292,1,1
38,technician,married,secondary,4539,0,0,16,9,387,1,1
46,management,married,tertiary,2817,0,0,17,9,543,1,1
26,management,single,tertiary,1646,0,0,18,9,890,5,1
25,management,single,tertiary,808,0,0,18,9,267,2,1
70,retired,married,tertiary,44,0,0,18,9,1104,2,1
83,retired,married,primary,425,0,0,22,9,773,1,1
43,management,divorced,tertiary,2367,0,0,22,9,83,1,1
45,blue-collar,married,secondary,10252,0,0,22,9,173,1,1
37,admin.,single,tertiary,1000,1,0,22,9,239,1,1
71,retired,divorced,secondary,4380,0,0,22,9,369,1,1
27,management,single,tertiary,20585,0,0,23,9,299,1,1
47,admin.,married,secondary,2601,0,0,24,9,261,1,1
42,management,divorced,tertiary,238,0,0,25,9,692,1,1
77,retired,divorced,secondary,0,0,0,25,9,210,1,1
61,management,married,tertiary,3371,0,0,28,9,299,2,1
57,management,married,tertiary,10583,0,0,28,9,341,3,1
34,management,married,tertiary,16,1,0,29,9,316,1,1
40,blue-collar,married,secondary,1451,0,0,30,9,117,1,1
84,entrepreneur,married,secondary,0,0,0,30,9,992,2,1
26,student,single,secondary,132,0,0,1,10,194,1,1
37,technician,married,unknown,189,0,0,1,10,238,1,1
47,management,married,tertiary,288,0,0,1,10,101,1,1
37,management,single,tertiary,1027,1,0,1,10,137,1,1
28,management,single,tertiary,6784,0,0,1,10,502,1,1
54,management,married,tertiary,1464,0,0,2,10,194,2,1
54,management,married,tertiary,8295,0,0,2,10,849,2,1
61,retired,married,secondary,2917,0,0,6,10,215,1,1
30,technician,single,secondary,158,0,0,6,10,144,1,1
60,retired,married,primary,1588,0,0,6,10,728,1,1
44,management,married,unknown,282,0,0,6,10,296,3,1
33,management,single,tertiary,5437,0,0,7,10,201,1,1
25,admin.,single,tertiary,1185,0,0,7,10,290,1,1
54,unknown,married,unknown,895,0,0,7,10,335,1,1
24,blue-collar,single,secondary,1857,1,0,8,10,147,1,1
36,technician,married,tertiary,4596,1,0,8,10,234,2,1
58,retired,married,primary,565,0,0,8,10,153,1,1
33,management,single,tertiary,1781,0,0,8,10,611,2,1
27,admin.,married,secondary,3415,0,0,9,10,266,3,1
60,admin.,divorced,secondary,12039,0,0,12,10,261,1,1
56,unemployed,married,secondary,12,0,0,12,10,511,3,1
25,technician,single,secondary,139,0,1,12,10,138,1,1
21,student,single,secondary,2488,0,0,12,10,180,1,1
73,retired,divorced,secondary,7111,1,0,12,10,146,1,1
67,management,divorced,tertiary,361,0,0,13,10,411,2,1
51,entrepreneur,divorced,tertiary,2109,0,0,13,10,79,2,1
48,management,married,tertiary,1093,1,1,13,10,1226,2,1
35,management,single,tertiary,2646,0,0,13,10,221,1,1
61,self-employed,divorced,tertiary,6,1,0,13,10,210,1,1
35,technician,single,tertiary,670,0,0,13,10,301,2,1
36,admin.,divorced,secondary,592,0,0,13,10,204,2,1
83,retired,single,primary,1965,0,0,13,10,1003,3,1
50,management,married,primary,313,0,0,14,10,958,1,1
66,housemaid,married,primary,40,0,0,14,10,290,2,1
58,technician,married,primary,4198,0,0,15,10,441,5,1
30,management,single,tertiary,536,0,0,15,10,244,1,1
54,blue-collar,married,primary,1311,0,0,15,10,485,3,1
26,admin.,single,secondary,766,0,0,15,10,457,2,1
43,services,married,primary,2557,1,0,15,10,166,3,1
40,unemployed,single,tertiary,79,0,0,15,10,570,1,1
57,management,married,tertiary,1318,0,0,16,10,115,1,1
75,retired,married,secondary,3771,0,0,16,10,186,1,1
77,retired,married,tertiary,0,0,0,16,10,847,1,1
31,management,married,tertiary,6138,0,0,16,10,154,2,1
22,services,single,secondary,129,0,0,16,10,258,1,1
50,management,married,tertiary,469,0,0,16,10,170,1,1
27,management,married,tertiary,893,0,0,16,10,154,2,1
73,retired,married,unknown,519,0,0,16,10,434,1,1
37,services,married,secondary,4017,0,0,16,10,156,1,1
44,technician,single,tertiary,643,0,0,16,10,324,1,1
40,technician,married,secondary,2338,0,0,16,10,717,2,1
61,management,married,tertiary,0,0,0,16,10,136,2,1
61,technician,divorced,secondary,6481,0,0,19,10,131,1,1
47,blue-collar,married,secondary,820,0,0,19,10,98,1,1
47,services,single,unknown,1784,0,0,19,10,385,2,1
76,housemaid,divorced,primary,1411,0,0,19,10,233,2,1
30,student,single,tertiary,7529,0,0,19,10,328,1,1
39,technician,married,tertiary,206,0,0,20,10,148,2,1
72,retired,married,primary,1388,0,0,20,10,513,1,1
77,retired,married,unknown,1807,0,0,20,10,373,1,1
36,technician,married,secondary,480,0,0,20,10,213,1,1
65,retired,married,secondary,571,1,0,20,10,349,1,1
54,technician,married,secondary,3994,0,1,20,10,595,2,1
46,admin.,single,secondary,1693,1,0,20,10,427,1,1
28,management,single,tertiary,80,0,0,20,10,676,2,1
61,management,married,tertiary,267,0,0,21,10,192,3,1
53,housemaid,married,primary,2581,0,0,21,10,828,1,1
27,student,single,tertiary,1134,0,0,21,10,825,1,1
55,unemployed,divorced,secondary,309,0,0,21,10,467,2,1
33,management,single,tertiary,6807,0,0,21,10,512,2,1
87,retired,divorced,primary,6746,0,0,21,10,749,1,1
57,management,married,tertiary,375,0,0,21,10,135,1,1
33,self-employed,single,tertiary,658,1,0,21,10,307,1,1
51,technician,married,secondary,371,1,1,21,10,287,1,1
76,retired,divorced,primary,2693,0,0,21,10,107,2,1
19,student,single,secondary,329,0,0,22,10,252,2,1
33,admin.,married,tertiary,79,1,0,22,10,249,2,1
55,management,divorced,tertiary,0,0,0,22,10,360,5,1
31,blue-collar,single,unknown,6281,0,0,22,10,257,1,1
92,retired,married,unknown,775,0,0,22,10,313,3,1
30,technician,single,tertiary,411,0,0,22,10,127,3,1
68,retired,single,tertiary,2144,0,0,22,10,277,1,1
41,technician,single,tertiary,431,0,0,22,10,133,1,1
29,self-employed,married,secondary,123,0,1,22,10,247,1,1
27,blue-collar,single,secondary,3792,0,0,22,10,504,1,1
78,retired,married,unknown,4807,0,0,22,10,1002,4,1
82,retired,married,primary,8603,0,0,22,10,306,3,1
29,technician,single,tertiary,2178,0,0,22,10,260,2,1
76,retired,married,tertiary,2991,0,0,22,10,344,1,1
38,management,married,tertiary,4174,0,0,23,10,336,2,1
60,technician,married,secondary,10925,0,0,23,10,270,3,1
33,services,divorced,secondary,2411,1,0,23,10,130,1,1
43,blue-collar,married,secondary,14646,0,0,23,10,210,1,1
61,retired,married,secondary,86,0,0,23,10,149,1,1
43,technician,single,unknown,11115,0,0,23,10,476,1,1
57,management,married,primary,6900,0,0,23,10,255,4,1
33,management,married,tertiary,5878,0,0,23,10,438,1,1
77,management,married,unknown,1780,1,0,23,10,221,2,1
35,technician,single,secondary,183,0,0,23,10,281,1,1
59,retired,married,primary,3648,0,0,23,10,257,2,1
76,retired,married,secondary,4112,0,0,23,10,282,2,1
73,retired,married,primary,542,0,0,26,10,355,1,1
81,retired,married,primary,243,0,0,27,10,131,1,1
41,unknown,single,unknown,942,0,0,27,10,143,1,1
57,technician,married,secondary,254,0,0,27,10,207,1,1
28,technician,single,unknown,0,1,0,27,10,96,1,1
38,blue-collar,single,secondary,0,0,0,27,10,297,1,1
52,services,married,secondary,992,1,0,27,10,424,1,1
22,student,single,secondary,23,0,0,27,10,137,1,1
53,unknown,married,primary,732,0,0,27,10,759,2,1
60,admin.,married,unknown,4629,1,0,27,10,624,1,1
56,management,married,secondary,0,0,0,27,10,298,1,1
38,housemaid,divorced,secondary,70,0,0,27,10,255,3,1
44,management,single,tertiary,5063,0,0,27,10,418,2,1
69,retired,divorced,secondary,4572,0,0,27,10,146,2,1
36,student,single,tertiary,129,0,0,27,10,149,1,1
75,self-employed,married,unknown,4984,0,0,28,10,509,1,1
65,retired,married,primary,1004,0,0,28,10,371,1,1
64,retired,married,secondary,4787,0,0,28,10,501,1,1
30,admin.,single,secondary,914,1,0,28,10,524,3,1
57,housemaid,married,tertiary,2326,0,0,28,10,207,1,1
31,management,married,tertiary,81,1,0,29,10,164,2,1
36,management,married,tertiary,203,0,0,29,10,139,1,1
64,management,married,tertiary,3951,0,0,29,10,164,1,1
54,technician,married,unknown,240,1,0,29,10,142,1,1
26,admin.,single,secondary,338,0,0,29,10,209,1,1
51,self-employed,single,secondary,0,0,0,29,10,1707,2,1
72,retired,married,secondary,0,0,0,29,10,189,3,1
30,management,married,tertiary,944,0,0,29,10,251,2,1
60,blue-collar,married,primary,5,0,0,29,10,401,1,1
30,management,single,tertiary,697,0,0,29,10,215,3,1
66,retired,married,tertiary,1948,0,0,29,10,106,2,1
50,technician,married,secondary,3654,0,0,29,10,215,2,1
47,management,single,tertiary,551,0,0,29,10,124,1,1
80,retired,married,primary,997,0,0,29,10,746,2,1
61,management,married,tertiary,477,1,0,29,10,377,1,1
47,management,married,tertiary,3663,0,0,29,10,424,2,1
30,technician,single,secondary,853,0,0,29,10,279,1,1
21,student,single,primary,8278,0,0,29,10,445,1,1
62,management,married,tertiary,7458,0,0,30,10,212,2,1
26,technician,single,secondary,44,0,0,30,10,217,1,1
36,blue-collar,married,secondary,1193,0,0,30,10,640,1,1
87,retired,married,primary,230,0,0,30,10,144,1,1
61,retired,married,primary,8729,0,0,30,10,480,1,1
70,retired,married,secondary,2384,0,0,30,10,196,2,1
60,management,married,tertiary,3401,0,0,30,10,294,1,1
41,services,married,tertiary,881,0,0,30,10,257,3,1
22,student,single,secondary,1522,0,0,30,10,368,2,1
60,retired,divorced,secondary,4243,0,0,30,10,416,2,1
54,technician,married,secondary,473,0,1,2,11,182,1,1
35,self-employed,single,tertiary,5462,0,0,2,11,188,1,1
59,management,married,secondary,4412,0,0,2,11,162,2,1
29,student,single,unknown,10332,0,0,2,11,46,3,1
48,management,married,secondary,0,1,1,3,11,1233,1,1
37,management,married,tertiary,238,0,0,3,11,149,1,1
36,management,single,tertiary,62,1,0,3,11,566,1,1
52,admin.,single,secondary,2398,1,0,3,11,412,1,1
67,retired,divorced,secondary,704,0,0,3,11,537,1,1
36,self-employed,married,tertiary,506,0,0,3,11,217,1,1
64,management,married,unknown,2352,0,0,3,11,181,4,1
29,technician,single,secondary,938,0,0,3,11,358,1,1
27,management,single,tertiary,1720,0,0,3,11,284,2,1
76,retired,married,primary,1492,0,0,3,11,383,1,1
34,management,married,tertiary,1778,0,0,4,11,358,1,1
54,technician,married,secondary,0,0,0,6,11,464,5,1
67,retired,married,primary,942,0,0,6,11,455,2,1
24,technician,married,secondary,556,1,0,6,11,368,2,1
53,admin.,married,secondary,10541,0,0,9,11,178,1,1
33,student,married,secondary,1536,0,0,9,11,262,1,1
24,student,single,tertiary,235,0,0,9,11,118,1,1
32,management,single,tertiary,935,0,0,9,11,165,1,1
60,self-employed,married,tertiary,10861,0,0,9,11,98,1,1
64,entrepreneur,married,tertiary,2331,0,0,9,11,201,1,1
35,management,single,tertiary,1228,0,0,9,11,696,2,1
24,student,single,secondary,125,0,0,9,11,263,1,1
42,management,married,tertiary,2816,0,0,10,11,193,2,1
40,management,married,tertiary,0,0,0,10,11,147,1,1
33,management,married,tertiary,22867,1,0,10,11,266,2,1
71,housemaid,divorced,primary,1311,0,0,10,11,301,2,1
52,unemployed,married,secondary,94,0,0,10,11,293,3,1
47,admin.,married,secondary,0,0,0,10,11,213,1,1
49,management,married,primary,3371,0,0,11,11,269,2,1
26,management,single,tertiary,943,0,0,11,11,166,1,1
40,management,married,tertiary,9366,0,0,11,11,69,3,1
32,technician,single,tertiary,6746,0,0,11,11,199,1,1
33,services,married,secondary,1076,0,0,11,11,131,1,1
35,management,married,tertiary,0,1,0,11,11,229,2,1
53,management,married,tertiary,1624,0,0,11,11,166,3,1
20,student,single,unknown,801,0,0,11,11,244,2,1
44,self-employed,divorced,tertiary,1070,1,0,11,11,172,1,1
21,student,single,secondary,123,0,0,11,11,513,1,1
36,blue-collar,single,secondary,3623,0,0,12,11,71,1,1
31,management,single,tertiary,533,0,0,12,11,90,3,1
42,technician,married,secondary,994,1,0,12,11,227,3,1
33,services,married,secondary,386,0,0,12,11,253,1,1
29,management,single,tertiary,1026,0,0,12,11,226,1,1
30,unemployed,single,secondary,2424,0,0,12,11,110,1,1
32,management,married,tertiary,1331,0,0,12,11,126,1,1
54,unknown,married,secondary,2206,0,0,12,11,104,1,1
82,retired,divorced,tertiary,0,0,0,12,11,226,1,1
47,management,married,tertiary,4693,0,1,12,11,89,1,1
48,blue-collar,married,secondary,1230,1,0,12,11,169,1,1
77,retired,divorced,secondary,3417,0,0,12,11,134,1,1
38,admin.,married,secondary,1767,1,0,12,11,893,7,1
27,student,single,tertiary,5291,0,0,12,11,192,2,1
43,services,single,secondary,3403,1,0,12,11,707,2,1
33,technician,married,secondary,133,0,0,12,11,627,2,1
27,admin.,single,secondary,4745,0,0,12,11,411,4,1
76,retired,married,primary,3324,0,0,13,11,122,1,1
81,retired,married,primary,5220,0,0,13,11,135,1,1
71,retired,married,primary,2600,0,0,13,11,186,2,1
39,admin.,married,secondary,260,1,0,13,11,226,1,1
18,student,single,primary,608,0,0,13,11,210,1,1
58,services,divorced,secondary,462,0,0,13,11,495,1,1
44,technician,divorced,secondary,14,0,0,13,11,167,1,1
67,retired,married,secondary,1146,0,0,13,11,259,1,1
31,services,single,secondary,181,0,0,13,11,239,2,1
61,retired,married,secondary,3114,0,0,13,11,381,1,1
36,technician,single,secondary,376,0,0,13,11,193,1,1
56,retired,married,primary,9367,0,0,13,11,271,2,1
24,student,single,secondary,382,0,0,13,11,256,2,1
33,admin.,married,secondary,920,0,0,16,11,130,1,1
34,blue-collar,single,unknown,129,1,1,16,11,295,1,1
58,admin.,married,secondary,169,0,0,16,11,301,1,1
64,retired,married,unknown,679,0,0,16,11,167,1,1
27,blue-collar,single,secondary,535,0,0,16,11,183,1,1
63,management,married,tertiary,3115,0,0,16,11,432,5,1
23,student,single,secondary,1234,0,0,16,11,250,1,1
37,technician,single,tertiary,197,0,0,16,11,175,1,1
43,management,married,tertiary,3186,0,0,16,11,380,1,1
35,technician,married,tertiary,3160,1,0,16,11,445,2,1
33,blue-collar,married,primary,195,0,0,16,11,984,5,1
75,retired,married,tertiary,6027,0,0,16,11,1248,2,1
40,admin.,married,tertiary,764,1,0,17,11,85,1,1
52,management,married,tertiary,583,0,0,17,11,209,1,1
55,technician,divorced,tertiary,0,0,0,17,11,134,2,1
71,retired,married,secondary,5715,0,0,17,11,747,2,1
78,retired,married,tertiary,1204,0,0,17,11,135,1,1
35,technician,married,secondary,4922,1,0,17,11,393,4,1
52,technician,married,secondary,234,0,0,17,11,255,1,1
31,management,single,tertiary,9421,0,0,25,11,372,1,1
31,admin.,single,secondary,4198,0,0,25,11,234,1,1
38,management,married,unknown,3576,0,0,25,11,349,2,1
28,student,single,secondary,1925,0,0,25,11,487,1,1
72,retired,married,secondary,1129,0,0,25,11,208,1,1
29,admin.,single,secondary,265,1,0,25,11,414,1,1
46,housemaid,married,secondary,38,0,0,25,11,541,1,1
53,technician,married,secondary,1982,1,1,27,11,160,1,1
58,technician,married,secondary,3399,0,0,30,11,1628,2,1
22,student,single,tertiary,691,0,0,30,11,260,5,1
28,admin.,married,secondary,330,0,0,2,12,357,1,1
31,technician,married,secondary,318,0,0,2,12,310,1,1
26,blue-collar,single,tertiary,644,0,0,2,12,346,1,1
60,retired,divorced,tertiary,4,1,0,2,12,415,1,1
29,technician,single,secondary,1165,0,0,3,12,244,2,1
36,admin.,divorced,tertiary,4708,0,0,3,12,284,1,1
68,retired,married,tertiary,2820,0,0,3,12,154,1,1
48,management,married,tertiary,1147,0,0,3,12,155,1,1
53,unemployed,married,primary,980,1,0,3,12,352,1,1
39,technician,married,secondary,2983,0,0,3,12,472,1,1
28,services,single,secondary,339,0,0,3,12,350,1,1
72,retired,married,unknown,1940,0,0,4,12,705,2,1
29,management,single,tertiary,1445,0,0,4,12,271,2,1
26,student,single,tertiary,294,0,0,4,12,208,2,1
49,management,married,tertiary,5887,0,0,4,12,439,3,1
43,management,single,tertiary,11891,0,0,4,12,821,5,1
28,student,single,unknown,78,0,0,4,12,232,3,1
44,admin.,single,secondary,733,1,0,4,12,360,2,1
73,retired,divorced,primary,5028,0,0,4,12,696,10,1
39,management,married,tertiary,481,0,0,7,12,929,5,1
29,student,single,secondary,314,0,0,7,12,415,2,1
31,technician,married,secondary,684,1,0,7,12,620,3,1
30,student,single,secondary,1681,0,0,7,12,329,2,1
50,admin.,married,secondary,10250,1,0,7,12,254,3,1
42,management,married,tertiary,254,0,0,9,12,288,7,1
37,admin.,married,secondary,0,1,0,9,12,179,1,1
49,technician,married,secondary,307,0,0,9,12,854,1,1
59,unemployed,married,secondary,957,0,0,9,12,479,2,1
80,retired,married,primary,155,0,0,9,12,343,2,1
86,retired,single,secondary,614,0,0,9,12,595,1,1
69,retired,married,unknown,426,0,0,9,12,395,1,1
79,retired,married,secondary,8304,0,0,9,12,456,2,1
36,services,married,secondary,4721,0,0,9,12,149,3,1
49,management,married,tertiary,395,0,0,10,12,336,5,1
69,retired,married,secondary,3588,1,0,10,12,429,1,1
66,retired,married,unknown,2540,0,0,10,12,441,2,1
32,management,divorced,tertiary,883,1,0,10,12,798,1,1
47,management,single,tertiary,4402,0,0,10,12,805,1,1
58,management,married,tertiary,256,0,0,10,12,422,1,1
64,retired,married,primary,43,0,0,10,12,232,1,1
72,retired,married,primary,3856,0,0,10,12,582,4,1
79,retired,married,primary,3025,0,0,11,12,166,3,1
30,technician,married,secondary,2326,0,0,14,12,420,1,1
36,management,married,tertiary,925,0,0,14,12,321,3,1
53,entrepreneur,married,tertiary,1961,0,0,15,12,351,1,1
34,management,married,tertiary,2037,0,0,15,12,324,2,1
29,student,single,secondary,459,0,0,15,12,279,3,1
29,management,single,tertiary,572,0,0,16,12,314,1,1
81,retired,divorced,secondary,452,0,0,16,12,443,1,1
57,retired,married,secondary,5313,0,0,16,12,283,2,1
72,retired,married,secondary,1533,0,0,16,12,546,2,1
34,services,married,secondary,1337,0,0,17,12,330,2,1
57,management,divorced,unknown,2986,0,0,17,12,222,2,1
66,housemaid,married,primary,1230,0,0,17,12,726,3,1
27,student,single,secondary,538,0,0,18,12,170,4,1
50,management,married,tertiary,5108,1,0,18,12,406,1,1
75,retired,divorced,secondary,1341,0,0,18,12,415,7,1
50,services,married,secondary,320,0,0,21,12,294,3,1
32,admin.,single,secondary,131,1,0,21,12,322,1,1
59,retired,married,primary,2074,0,0,21,12,467,1,1
68,retired,married,secondary,1443,0,0,21,12,2062,2,1
31,technician,married,tertiary,3338,1,0,21,12,264,2,1
64,self-employed,married,tertiary,661,0,0,21,12,367,2,1
30,unemployed,divorced,secondary,7105,0,0,22,12,321,2,1
60,admin.,married,secondary,3735,0,0,22,12,190,1,1
35,management,single,tertiary,538,0,0,22,12,410,3,1
72,retired,married,primary,4657,0,0,22,12,305,3,1
30,blue-collar,married,primary,5,0,0,23,12,282,1,1
52,unemployed,divorced,secondary,230,0,0,24,12,422,2,1
33,management,married,tertiary,1808,0,0,28,12,250,3,1
84,retired,married,secondary,81204,0,0,28,12,679,1,1
43,management,married,tertiary,3518,0,0,28,12,206,2,1
39,technician,single,tertiary,25,1,0,28,12,315,1,1
25,technician,married,tertiary,2551,0,0,28,12,400,3,1
38,admin.,married,secondary,11303,0,0,28,12,473,2,1
44,management,married,unknown,2724,0,0,28,12,893,1,1
20,student,single,unknown,755,0,0,29,12,284,1,1
32,management,single,tertiary,718,1,0,29,12,155,1,1
23,services,single,secondary,870,0,0,29,12,296,1,1
35,unemployed,married,secondary,978,0,0,29,12,1370,3,1
61,management,married,secondary,544,0,0,29,12,63,3,1
46,management,divorced,tertiary,461,0,0,30,12,369,2,1
70,retired,married,primary,2795,0,0,8,1,301,2,1
25,technician,single,secondary,139,0,1,11,1,202,1,1
57,retired,married,secondary,1044,0,0,11,1,585,1,1
55,admin.,married,secondary,1633,0,0,11,1,210,1,1
33,management,married,tertiary,6513,1,0,11,1,170,1,1
73,retired,married,primary,1388,0,0,11,1,767,2,1
34,unemployed,single,secondary,15,0,0,12,1,377,1,1
31,technician,single,secondary,2544,0,0,12,1,229,1,1
25,blue-collar,single,secondary,2007,0,0,12,1,265,2,1
30,technician,married,tertiary,2166,0,0,12,1,316,2,1
28,self-employed,single,tertiary,4579,0,0,12,1,409,2,1
21,student,single,secondary,2488,0,0,12,1,661,2,1
87,retired,married,primary,2190,0,0,12,1,512,2,1
22,student,single,secondary,254,0,0,13,1,143,2,1
28,self-employed,single,tertiary,1579,0,0,13,1,163,1,1
31,unemployed,married,tertiary,330,0,0,13,1,260,1,1
60,retired,married,secondary,938,0,0,13,1,380,3,1
41,technician,single,unknown,5372,1,0,13,1,248,3,1
24,student,single,secondary,3176,0,0,13,1,108,2,1
54,management,divorced,tertiary,496,0,0,13,1,452,3,1
35,technician,single,tertiary,0,0,0,14,1,187,7,1
70,retired,divorced,primary,482,0,0,14,1,372,1,1
62,blue-collar,married,secondary,180,0,0,14,1,183,1,1
59,technician,married,primary,4198,0,0,14,1,309,1,1
48,unemployed,married,secondary,817,0,0,14,1,517,1,1
45,admin.,married,secondary,5021,0,0,14,1,233,1,1
36,admin.,married,unknown,991,0,0,14,1,589,2,1
33,services,single,secondary,133,0,0,14,1,305,2,1
32,admin.,married,secondary,366,0,0,14,1,366,2,1
60,retired,divorced,tertiary,979,1,0,15,1,295,3,1
39,management,married,tertiary,2939,0,0,15,1,348,2,1
37,admin.,single,secondary,4803,0,0,15,1,396,2,1
85,retired,married,primary,1255,0,0,15,1,233,3,1
79,retired,married,primary,8556,0,0,18,1,326,2,1
64,retired,married,secondary,588,0,0,18,1,366,1,1
42,technician,married,secondary,994,1,0,18,1,453,1,1
47,blue-collar,married,secondary,820,0,0,18,1,262,1,1
66,retired,married,secondary,203,0,0,18,1,353,1,1
61,retired,married,secondary,86,0,0,25,1,639,1,1
27,admin.,married,tertiary,2855,0,0,25,1,240,1,1
63,retired,married,secondary,474,0,0,25,1,423,1,1
36,management,married,tertiary,203,0,0,25,1,255,1,1
38,unemployed,married,primary,7005,1,0,25,1,696,1,1
92,retired,married,unknown,775,0,0,26,1,164,4,1
77,retired,married,secondary,4112,0,0,26,1,1616,1,1
30,admin.,single,secondary,255,0,0,27,1,143,1,1
81,retired,married,primary,243,0,0,27,1,340,1,1
42,unknown,single,unknown,942,0,0,27,1,245,1,1
48,admin.,divorced,secondary,1180,0,0,27,1,142,1,1
52,services,married,secondary,992,1,0,27,1,342,1,1
38,housemaid,divorced,secondary,70,0,0,27,1,164,4,1
61,admin.,married,unknown,4629,1,0,27,1,181,1,1
20,student,single,unknown,829,0,0,27,1,196,3,1
39,admin.,married,secondary,0,0,0,27,1,366,1,1
44,technician,married,secondary,2776,1,0,27,1,701,1,1
73,retired,married,primary,279,0,0,28,1,399,3,1
36,student,single,tertiary,129,0,0,28,1,918,1,1
48,management,married,tertiary,157,0,0,28,1,417,4,1
52,services,married,secondary,659,0,0,28,1,390,4,1
30,blue-collar,married,secondary,2493,0,0,28,1,293,2,1
36,management,married,tertiary,3949,0,0,28,1,130,2,1
80,retired,married,primary,997,0,0,28,1,151,1,1
33,technician,married,tertiary,1699,0,0,28,1,202,1,1
56,technician,married,tertiary,1181,0,0,28,1,186,1,1
54,admin.,married,secondary,0,0,0,28,1,161,1,1
34,admin.,married,tertiary,0,0,0,28,1,155,2,1
66,retired,married,tertiary,1948,0,0,28,1,216,1,1
52,blue-collar,married,primary,306,0,0,28,1,223,1,1
60,retired,married,secondary,18967,1,0,29,1,177,2,1
28,admin.,single,secondary,261,1,1,29,1,254,3,1
56,retired,divorced,primary,694,0,0,29,1,144,1,1
36,technician,married,tertiary,202,0,0,29,1,313,1,1
45,management,single,tertiary,4831,0,0,29,1,479,11,1
60,management,married,unknown,264,0,0,1,2,265,1,1
33,entrepreneur,single,secondary,278,0,0,1,2,563,5,1
77,retired,married,tertiary,7802,0,0,1,2,483,2,1
66,retired,married,primary,3629,0,0,2,2,474,1,1
45,management,married,tertiary,547,0,0,2,2,577,1,1
30,student,single,unknown,4468,0,0,2,2,204,1,1
56,services,married,secondary,1989,0,0,3,2,336,2,1
64,housemaid,married,unknown,2645,0,0,3,2,219,2,1
30,technician,single,tertiary,4060,0,0,3,2,179,1,1
33,technician,married,secondary,303,1,0,3,2,355,1,1
72,retired,married,primary,2600,0,0,3,2,443,2,1
44,technician,married,tertiary,1818,1,1,3,2,508,1,1
37,admin.,single,secondary,728,0,0,3,2,129,1,1
52,blue-collar,married,secondary,955,0,1,3,2,153,1,1
37,technician,single,secondary,265,1,1,3,2,140,1,1
34,management,married,tertiary,123,0,0,3,2,301,3,1
78,retired,married,unknown,4807,0,0,3,2,892,2,1
45,admin.,married,secondary,205,0,0,3,2,373,1,1
68,retired,married,tertiary,2812,0,0,3,2,279,2,1
53,management,married,tertiary,6571,0,0,3,2,208,1,1
39,services,married,secondary,2758,0,0,4,2,658,3,1
55,management,divorced,tertiary,2037,0,0,4,2,305,2,1
32,student,single,tertiary,0,0,0,4,2,233,3,1
76,retired,married,primary,2223,0,0,4,2,429,1,1
35,admin.,divorced,secondary,1085,0,0,4,2,195,6,1
55,admin.,married,secondary,602,0,0,4,2,390,2,1
41,technician,single,tertiary,1646,1,0,4,2,261,1,1
35,unemployed,single,tertiary,415,0,0,4,2,649,1,1
80,retired,married,secondary,2354,0,0,4,2,739,1,1
38,technician,married,secondary,318,0,0,4,2,383,1,1
48,blue-collar,married,secondary,1730,1,0,4,2,489,1,1
25,management,married,unknown,448,0,0,5,2,151,1,1
36,admin.,single,tertiary,994,0,0,5,2,195,1,1
29,housemaid,single,tertiary,19,0,0,5,2,110,2,1
58,unemployed,married,secondary,1625,0,0,5,2,286,2,1
46,blue-collar,married,secondary,1144,1,0,8,2,376,2,1
23,admin.,single,tertiary,897,1,0,8,2,190,2,1
67,retired,divorced,secondary,704,0,0,8,2,186,2,1
30,management,married,tertiary,1996,0,0,8,2,1133,3,1
22,student,single,secondary,216,0,0,8,2,363,1,1
45,admin.,married,secondary,1206,0,0,8,2,309,1,1
40,management,married,tertiary,1855,0,0,8,2,78,6,1
35,management,married,tertiary,62,0,0,8,2,469,2,1
33,student,married,secondary,1536,0,0,9,2,359,1,1
60,technician,married,secondary,824,1,0,9,2,127,1,1
24,student,single,tertiary,235,0,0,9,2,98,1,1
18,student,single,unknown,108,0,0,9,2,92,1,1
65,entrepreneur,married,tertiary,2331,0,0,9,2,290,1,1
27,management,single,tertiary,390,0,0,9,2,120,2,1
35,admin.,single,secondary,-32,0,1,9,2,63,4,1
39,blue-collar,single,tertiary,172,1,0,9,2,125,2,1
